Round,Nr.1,Nr.2,Nr.3,Nr.4,Nr.5,Nr.6,Nr.7,Nr.8,Nr.9,Nr.10,Nr.11,Nr.12
5443,3,4,6,8,9,10,11,14,17,18,20,21
5444,4,5,6,7,10,11,14,18,19,20,21,23
5445,1,2,4,6,7,10,12,13,15,20,21,23
5446,1,2,4,5,6,7,8,12,15,21,22,23
5447,1,4,5,6,13,14,17,18,19,20,21,23
5448,3,4,5,8,9,10,11,12,15,19,21,23
5449,6,7,10,13,14,16,17,18,19,21,22,24
5450,2,3,4,5,7,8,9,12,15,18,23,24
5451,6,11,13,14,15,16,18,19,20,21,22,24
5452,1,7,9,10,11,13,14,15,16,17,20,24
5453,1,4,7,9,10,11,12,13,14,19,20,24
5454,2,3,4,6,7,8,9,10,11,15,16,17
5455,1,2,3,4,5,7,8,10,13,14,15,22
5456,1,2,4,6,7,10,11,13,14,16,19,23
5457,1,5,7,10,12,13,14,17,18,20,22,23
5458,2,3,5,10,12,15,16,19,21,22,23,24
5459,1,2,5,7,8,12,13,15,16,20,23,24
5460,1,3,5,8,11,12,13,16,17,19,23,24
5461,1,4,6,7,8,10,12,15,18,20,21,24
5462,1,2,3,6,11,13,16,17,20,21,23,24
5463,1,2,4,10,11,12,13,15,18,19,20,24
5464,2,4,7,8,12,13,14,15,17,19,21,24
5465,1,3,4,6,7,11,16,17,19,20,23,24
5466,1,7,8,9,11,14,15,16,17,18,21,24
5467,1,3,6,10,11,12,14,16,18,20,21,22
5468,1,4,5,6,7,11,16,17,19,21,22,23
5469,2,3,4,5,8,11,16,17,19,22,23,24
5470,2,4,5,7,8,9,10,14,15,17,20,22
5471,1,3,5,6,11,14,17,19,21,22,23,24
5472,2,3,7,8,11,12,13,15,16,17,18,24
5473,1,6,7,10,13,14,15,16,18,19,22,24
5474,3,5,8,9,11,12,13,14,15,16,20,21
5475,2,3,6,8,10,13,14,15,16,17,20,21
5476,1,5,6,10,13,15,16,19,20,21,22,23
5477,2,5,6,8,13,14,15,19,21,22,23,24
5478,1,2,4,5,7,8,9,11,16,17,18,19
5479,1,2,3,4,5,6,9,11,13,15,18,19
5480,3,4,5,6,7,8,9,12,15,16,18,24
5481,7,11,12,13,15,16,17,19,20,21,23,24
5482,1,2,6,7,11,12,13,14,16,17,20,24
5483,2,4,6,7,8,10,12,16,17,18,19,23
5484,2,3,7,9,10,12,14,16,17,19,23,24
5485,4,7,8,9,15,16,17,18,20,21,22,24
5486,2,6,8,10,15,16,17,20,21,22,23,24
5487,1,5,6,7,8,11,15,16,21,22,23,24
5488,1,2,4,7,11,12,15,16,17,20,23,24
5489,3,4,7,9,12,14,16,17,19,22,23,24
5490,2,6,9,10,13,14,15,18,19,20,21,24
5491,1,4,5,6,7,11,12,13,15,16,22,24
5492,2,4,6,7,10,12,14,15,16,18,22,23
5493,1,2,3,6,8,9,11,12,15,16,18,24
5494,3,6,9,11,12,13,16,18,19,20,23,24
5495,1,3,4,7,8,12,14,15,16,19,20,22
5496,7,8,9,10,12,14,15,18,21,22,23,24
5497,1,2,9,10,11,12,13,17,19,22,23,24
5498,3,4,5,8,9,12,13,14,18,22,23,24
5499,1,3,4,5,8,11,12,18,21,22,23,24
5500,1,2,5,6,9,11,17,19,20,21,22,23
5501,1,2,3,4,7,9,10,11,18,20,21,24
5502,1,2,5,7,9,11,13,15,17,21,23,24
5503,3,4,5,7,8,10,11,15,16,18,19,20
5504,1,6,7,8,10,13,15,16,19,22,23,24
5505,1,2,6,8,9,10,12,13,15,18,19,20
5506,2,4,7,10,12,13,14,15,20,21,22,24
5507,3,4,5,8,9,13,14,17,20,21,22,24
5508,2,4,6,7,9,12,14,16,19,20,21,23
5509,1,2,3,4,7,8,10,11,12,16,19,23
5510,2,7,10,11,12,13,14,16,19,20,21,22
5511,1,3,5,11,13,16,18,19,20,21,23,24
5512,2,3,4,5,9,10,11,19,21,22,23,24
5513,1,3,9,11,15,16,17,20,21,22,23,24
5514,1,4,6,7,8,11,13,14,17,19,20,23
5515,1,2,3,5,11,13,14,15,17,22,23,24
5516,1,2,4,8,11,14,15,17,18,19,21,24
5517,2,5,6,7,8,9,10,11,13,16,19,20
5518,3,4,7,9,10,11,12,14,18,19,21,22
5519,2,3,6,8,9,11,15,16,17,20,22,24
5520,1,3,5,10,13,14,17,19,20,21,23,24
5521,1,3,4,5,7,9,12,16,17,19,21,23
5522,1,3,5,6,10,12,16,17,18,19,20,24
5523,2,4,5,6,11,13,15,16,17,18,23,24
5524,1,2,3,5,7,8,9,11,16,17,19,20
5525,1,4,5,8,12,13,14,17,19,20,22,23
5526,1,4,5,6,8,10,12,14,19,21,22,23
5527,1,3,5,7,12,14,16,18,19,21,23,24
5528,6,7,8,12,14,15,17,19,20,21,23,24
5529,2,4,5,6,7,14,16,17,18,19,22,24
5530,1,2,3,4,7,8,10,11,15,17,18,21
5531,4,5,6,9,11,12,13,16,18,19,20,22
5532,1,2,5,6,8,11,12,14,15,19,21,23
5533,1,3,5,7,8,13,15,19,20,21,23,24
5534,1,5,6,7,10,11,12,16,17,18,19,20
5535,3,5,7,8,9,13,14,15,16,18,19,23
5536,1,6,11,12,13,14,17,18,20,21,22,24
5537,2,3,4,5,6,7,8,11,13,14,16,20
5538,1,2,5,7,9,11,13,15,19,20,22,24
5539,3,5,7,10,11,12,13,15,18,19,21,24
5540,1,2,3,4,5,9,10,11,17,19,20,24
5541,2,3,4,5,6,7,11,14,17,20,22,23
5542,1,2,9,10,13,14,15,18,19,22,23,24
5543,3,4,7,8,10,11,12,14,17,19,21,24
5544,2,3,7,8,9,12,15,19,20,22,23,24
5545,1,3,4,6,8,11,12,13,16,19,23,24
5546,1,2,3,6,7,10,11,12,15,20,22,24
5547,1,2,4,5,7,9,12,14,16,22,23,24
5548,4,6,7,9,11,12,15,16,19,20,23,24
5549,4,7,10,11,12,13,14,15,16,18,22,23
5550,1,2,4,10,11,12,13,15,16,19,21,24
5551,1,5,6,7,9,11,12,13,15,17,18,22
5552,3,6,8,9,10,11,12,14,17,18,21,22
5553,1,2,3,9,10,12,16,18,20,21,23,24
5554,3,5,6,8,11,13,14,17,19,20,21,23
5555,1,2,3,4,5,6,8,9,15,16,20,21
5556,1,2,3,8,10,13,14,15,16,17,22,24
5557,1,5,6,7,9,11,12,14,16,17,19,20
5558,1,2,3,8,10,11,13,14,18,20,22,23
5559,2,3,5,8,11,12,13,14,16,20,21,23
5560,1,6,10,11,12,13,14,17,18,21,22,23
5561,1,2,5,6,12,13,15,18,19,22,23,24
5562,3,4,13,14,15,17,18,19,21,22,23,24
5563,2,4,5,7,8,9,12,14,19,20,21,22
5564,1,2,5,6,7,10,13,14,16,18,20,21
5565,2,3,4,5,7,9,10,14,15,19,20,24
5566,1,2,3,8,9,11,12,14,18,19,20,24
5567,1,2,3,4,6,7,8,9,14,18,21,22
5568,1,2,3,4,6,7,8,9,13,16,17,23
5569,1,4,6,9,10,12,16,18,19,20,22,24
5570,2,3,4,6,7,8,10,11,12,14,19,24
5571,1,2,4,5,7,10,12,13,14,15,23,24
5572,1,3,5,6,10,13,14,15,18,19,20,23
5573,2,3,6,7,10,11,12,14,19,22,23,24
5574,2,4,5,6,9,12,14,15,17,19,21,22
5575,3,4,5,6,9,10,13,16,17,19,23,24
5576,1,2,4,7,8,9,11,12,14,17,18,22
5577,1,2,5,6,7,8,10,11,14,15,20,21
5578,1,5,6,9,10,14,16,19,20,22,23,24
5579,1,3,5,6,9,11,15,17,19,21,22,24
5580,2,4,5,6,8,9,10,14,15,16,18,19
5581,1,2,4,5,7,8,10,15,16,18,20,23
5582,2,3,4,5,6,8,11,12,16,19,22,23
5583,1,5,8,9,10,11,14,16,19,21,22,23
5584,1,2,9,10,11,12,13,15,18,20,21,24
5585,1,4,5,6,8,11,13,15,21,22,23,24
5586,2,3,6,7,8,10,12,13,14,18,19,20
5587,2,5,6,9,10,11,12,15,16,17,18,23
5588,3,4,5,7,8,9,10,12,13,19,21,22
5589,1,3,6,8,9,10,13,14,20,22,23,24
5590,1,2,3,5,7,8,10,12,16,18,19,23
5591,2,3,6,10,11,12,14,18,19,22,23,24
5592,5,7,8,9,10,11,13,15,16,17,23,24
5593,2,4,6,8,13,14,15,17,18,19,20,24
5594,1,3,4,7,13,14,17,18,19,22,23,24
5595,1,2,3,5,6,8,13,14,15,20,22,23
5596,2,4,5,7,10,11,14,17,18,20,21,24
5597,5,7,8,9,10,15,16,17,18,20,22,24
5598,2,3,4,5,6,9,10,13,18,22,23,24
5599,1,4,5,8,10,11,12,15,20,21,22,24
5600,2,5,6,9,10,12,13,15,17,19,22,24
5601,1,3,4,5,6,8,14,15,16,17,22,24
5602,3,7,10,11,12,13,14,16,17,18,21,22
5603,1,2,3,4,5,7,11,13,14,17,20,23
5604,1,3,6,8,9,12,14,15,16,22,23,24
5605,2,4,5,9,12,14,15,17,18,19,22,23
5606,2,3,9,10,11,15,16,18,19,20,22,23
5607,2,3,5,6,7,9,12,13,14,15,18,23
5608,1,3,4,5,7,9,12,13,15,19,20,24
5609,1,2,4,5,6,11,12,14,17,18,21,24
5610,1,3,4,5,6,10,12,13,15,18,21,24
5611,4,7,9,10,11,13,16,17,18,19,23,24
5612,2,3,5,6,7,10,11,12,19,20,23,24
5613,4,6,7,9,12,13,15,17,20,21,22,23
5614,3,5,6,7,11,12,13,15,16,17,21,23
5615,1,3,4,9,12,13,14,16,17,20,23,24
5616,1,6,7,8,9,10,11,14,17,21,22,24
5617,1,3,4,8,10,12,18,19,20,22,23,24
5618,1,3,4,6,7,11,14,15,16,18,19,24
5619,2,4,5,8,12,13,18,19,20,21,22,24
5620,1,2,3,4,5,8,10,12,13,15,16,20
5621,1,2,5,8,9,14,15,16,18,19,20,24
5622,1,3,7,10,12,14,17,18,19,20,23,24
5623,2,5,7,8,9,10,12,15,18,19,20,23
5624,1,4,5,6,8,9,10,13,19,20,23,24
5625,3,7,8,9,10,11,13,15,17,19,22,24
5626,2,3,6,9,10,11,12,13,14,19,20,24
5627,1,4,5,7,9,14,16,18,19,20,22,24
5628,1,5,6,7,9,10,15,17,19,20,21,22
5629,2,3,5,6,7,9,15,17,18,20,22,24
5630,2,5,9,10,13,16,17,18,19,20,21,22
5631,1,3,6,7,8,12,16,17,18,19,22,24
5632,1,3,4,5,10,15,16,18,19,21,23,24
5633,1,2,3,7,8,9,10,13,14,18,19,22
5634,6,10,13,14,15,16,17,18,19,20,22,24
5635,1,2,6,9,14,15,16,18,19,21,22,23
5636,2,3,6,10,11,13,15,17,20,21,22,24
5637,2,4,8,10,12,13,14,15,17,19,22,24
5638,1,6,7,8,9,12,13,14,16,19,21,24
5639,2,6,7,10,12,16,17,18,19,20,23,24
5640,3,6,7,12,13,14,15,18,19,21,22,23
5641,5,6,7,9,13,14,15,16,17,20,21,24
5642,3,4,5,7,10,11,14,16,17,18,20,21
5643,2,6,8,9,12,14,15,16,17,19,22,24
5644,1,4,5,6,9,11,13,16,17,18,19,23
5645,1,5,6,7,8,11,13,14,16,18,22,23
5646,1,2,5,7,10,12,13,15,17,19,21,23
5647,2,3,5,6,7,9,11,16,17,19,22,23
5648,1,2,3,4,8,11,12,17,18,19,21,22
5649,6,7,8,9,10,11,13,17,18,20,21,22
5650,1,3,4,5,8,10,11,12,15,16,17,21
5651,2,3,4,5,9,11,15,17,19,21,22,23
5652,3,4,5,6,7,8,11,15,20,22,23,24
5653,2,7,9,10,11,12,13,14,17,19,21,24
5654,1,4,8,9,10,11,13,14,15,16,19,24
5655,2,5,6,9,10,11,16,17,19,21,23,24
5656,2,4,9,11,13,14,15,17,19,20,21,23
5657,1,2,3,4,5,8,14,15,16,18,20,24
5658,3,6,7,8,9,12,15,16,17,20,22,23
5659,3,6,7,9,10,13,14,17,19,20,21,23
5660,1,2,5,8,10,11,13,16,20,21,23,24
5661,3,4,5,6,10,11,12,15,16,17,18,19
5662,1,2,3,6,8,11,12,16,18,19,20,24
5663,2,3,5,7,9,14,15,16,19,20,22,23
5664,2,4,5,9,10,12,15,16,18,19,22,23
5665,3,4,7,9,10,16,17,19,20,21,22,24
5666,3,6,7,9,10,12,13,15,16,17,20,23
5667,2,3,4,5,7,12,14,15,16,18,22,24
5668,1,2,3,10,12,14,15,16,17,18,20,24
5669,5,6,7,10,12,13,15,16,18,19,21,23
5670,1,2,3,5,6,9,10,14,18,20,22,23
5671,1,4,6,7,9,13,15,17,18,21,23,24
5672,1,2,4,8,10,12,13,15,21,22,23,24
5673,4,8,10,11,12,13,15,16,19,21,23,24
5674,1,2,6,7,8,13,14,15,19,21,22,23
5675,1,2,3,12,15,16,18,19,20,21,22,24
5676,2,4,5,6,8,11,14,15,17,18,20,24
5677,1,5,6,7,8,10,14,15,18,19,22,23
5678,1,2,3,4,5,8,10,15,18,20,23,24
5679,1,5,7,8,9,12,13,15,17,18,21,24
5680,4,5,6,8,11,12,13,17,19,21,23,24
5681,1,3,4,7,8,10,11,14,16,21,22,24
5682,2,4,5,8,9,10,13,17,20,21,22,24
5683,1,5,10,11,13,14,15,16,17,19,21,23
5684,1,4,5,7,12,14,15,16,18,21,23,24
5685,1,2,3,4,5,6,9,10,12,20,22,24
5686,2,4,8,9,11,12,16,17,19,22,23,24
5687,4,5,6,7,13,14,15,17,20,21,22,24
5688,1,3,8,9,10,11,12,13,17,18,20,23
5689,1,6,10,13,14,15,18,19,20,21,23,24
5690,1,4,7,11,12,15,16,17,19,21,22,24
5691,1,2,3,4,5,6,15,16,17,19,22,24
5692,1,5,6,8,9,10,12,13,16,19,22,23
5693,1,6,7,10,11,12,15,16,17,18,19,23
5694,3,4,6,7,9,11,13,14,15,19,23,24
5695,1,9,10,11,13,15,16,17,18,19,20,22
5696,2,4,6,7,8,9,10,16,18,21,23,24
5697,4,5,7,9,12,14,16,17,18,19,22,23
5698,1,2,3,4,5,6,9,13,14,15,20,21
5699,3,4,9,10,11,13,15,16,19,20,22,23
5700,5,8,10,11,12,13,14,15,16,17,18,19
5701,2,4,6,9,10,11,14,16,18,20,22,24
5702,1,2,5,9,10,11,15,16,20,22,23,24
5703,2,3,6,12,14,15,16,18,20,21,22,23
5704,2,3,10,12,14,15,16,18,21,22,23,24
5705,1,3,4,5,7,9,10,15,19,20,22,24
5706,1,3,5,10,12,14,15,16,18,21,22,23
5707,2,4,5,7,9,11,12,14,17,18,19,21
5708,1,8,9,10,12,14,16,17,18,19,23,24
5709,3,4,6,7,8,12,13,14,17,18,20,24
5710,1,3,5,9,10,11,13,14,19,21,22,24
5711,3,4,10,11,12,13,15,16,17,19,21,23
5712,1,2,3,4,5,7,9,10,11,18,20,23
5713,3,9,10,11,14,15,16,18,20,22,23,24
5714,2,5,10,11,12,13,14,17,18,19,22,23
5715,1,2,3,4,5,6,8,15,16,17,19,23
5716,2,4,5,6,10,13,15,17,18,20,21,23
5717,1,3,4,6,7,8,9,11,13,16,18,22
5718,1,4,5,6,7,8,11,15,16,17,22,23
5719,1,2,3,7,10,13,15,17,18,20,22,23
5720,1,2,3,4,5,9,10,13,16,18,19,22
5721,2,4,6,8,9,10,12,14,15,17,19,23
5722,5,6,8,9,10,12,14,15,16,18,20,23
5723,1,2,3,5,6,9,12,13,15,16,17,22
5724,1,2,4,7,10,13,14,15,17,18,19,22
5725,1,3,4,8,9,10,11,12,13,15,16,20
5726,1,2,3,5,10,12,14,15,17,20,22,23
5727,1,5,6,9,11,12,13,14,16,17,18,20
5728,1,5,7,8,12,16,17,19,20,21,22,23
5729,2,3,8,9,10,11,12,13,16,17,20,23
5730,2,10,12,13,16,17,18,19,21,22,23,24
5731,1,2,4,6,7,9,12,13,14,15,20,23
5732,1,3,6,7,9,10,16,18,19,22,23,24
5733,1,6,7,9,10,13,14,16,17,20,21,24
5734,1,5,6,7,8,13,14,15,19,21,23,24
5735,3,5,6,7,9,12,13,15,17,18,19,24
5736,1,4,6,7,8,9,10,12,14,17,18,23
5737,1,2,4,6,8,10,11,12,14,16,20,22
5738,3,4,5,6,7,10,11,13,17,18,23,24
5739,1,3,4,5,7,8,9,10,11,14,18,19
5740,5,7,10,11,12,18,19,20,21,22,23,24
5741,1,2,3,9,11,12,13,15,17,18,21,23
5742,1,5,7,10,11,12,14,15,17,18,20,24
5743,3,4,6,8,10,12,13,15,17,18,22,23
5744,1,2,3,5,7,8,9,10,17,18,19,24
5745,1,3,6,7,8,9,11,12,14,16,19,20
5746,1,2,3,4,7,8,10,13,16,18,21,24
5747,3,4,5,6,7,8,14,15,17,20,23,24
5748,2,5,6,10,11,12,14,17,19,20,21,23
5749,3,6,7,8,10,12,16,18,21,22,23,24
5750,2,5,6,9,10,11,12,14,16,18,21,24
5751,1,5,6,8,9,11,15,16,18,19,20,22
5752,1,3,6,7,9,14,15,17,18,20,21,24
5753,2,5,9,10,12,13,14,15,16,17,21,23
5754,2,3,6,7,12,14,19,20,21,22,23,24
5755,2,5,7,8,9,13,15,17,18,19,22,23
5756,3,6,11,12,14,15,16,18,20,22,23,24
5757,2,3,5,6,8,10,11,15,18,19,20,24
5758,1,2,4,5,6,9,11,13,15,17,23,24
5759,3,4,6,7,8,11,12,14,15,16,17,23
5760,1,2,3,6,8,11,12,19,20,21,22,24
5761,1,2,3,5,6,7,12,13,15,17,21,22
5762,5,8,10,11,12,13,14,16,17,21,22,24
5763,1,2,4,8,9,10,12,14,18,19,22,23
5764,2,3,5,7,9,12,13,14,15,16,18,21
5765,2,3,5,8,10,12,14,15,16,21,23,24
5766,2,3,4,5,8,10,12,13,16,18,22,24
5767,3,4,5,8,9,12,16,17,18,20,21,22
5768,1,2,3,4,8,13,15,16,19,22,23,24
5769,1,3,4,5,6,8,10,11,13,17,22,24
5770,3,5,8,9,11,12,13,14,15,19,20,24
5771,3,4,10,11,13,15,16,17,18,19,20,24
5772,3,7,8,12,13,14,15,17,18,19,22,23
5773,3,4,6,7,8,9,10,12,14,19,23,24
5774,3,4,7,10,11,12,13,16,20,22,23,24
5775,1,4,5,7,8,9,11,12,18,22,23,24
5776,1,2,4,7,8,9,13,14,15,20,22,24
5777,1,3,4,5,6,7,10,11,13,14,19,20
5778,2,3,4,5,6,7,9,13,14,16,18,20
5779,1,2,3,9,11,12,13,14,16,17,20,24
5780,1,3,4,6,7,9,11,12,13,14,15,22
5781,1,2,3,4,6,8,10,16,17,18,19,23
5782,1,3,4,7,8,9,10,11,18,20,21,23
5783,3,5,6,7,9,10,11,15,20,22,23,24
5784,2,3,5,9,10,11,12,14,19,21,22,24
5785,4,5,9,10,11,12,13,15,16,17,18,21
5786,2,6,7,10,11,13,16,17,18,20,21,24
5787,3,5,6,8,12,14,15,17,20,21,22,23
5788,1,5,6,7,10,11,12,14,16,17,20,21
5789,1,4,5,7,10,11,12,15,16,18,19,21
5790,1,3,4,5,7,8,11,12,13,16,20,21
5791,2,3,4,5,6,7,9,10,12,15,16,20
5792,1,2,5,10,12,13,15,18,19,21,22,24
5793,1,2,3,5,7,8,9,17,18,20,21,23
5794,1,2,3,4,7,10,12,13,15,18,19,24
5795,1,5,7,8,9,11,12,14,15,19,20,22
5796,8,10,11,12,13,14,15,16,17,19,21,23
5797,1,3,4,5,7,9,10,12,13,20,21,22
5798,1,4,5,7,9,10,11,12,14,15,16,19
5799,2,3,4,5,9,10,11,15,19,21,22,24
5800,1,2,3,5,6,7,9,12,14,16,17,20
5801,1,2,3,4,12,14,15,16,17,19,21,24
5802,1,6,8,12,13,14,15,16,18,19,20,24
5803,1,12,13,14,15,16,17,18,19,20,21,22
5804,1,3,4,5,6,11,13,16,17,18,23,24
5805,6,9,13,14,15,16,17,18,20,21,22,23
5806,1,2,3,5,7,9,10,12,13,21,22,24
5807,1,6,7,11,12,15,16,17,18,20,22,24
5808,1,4,5,7,8,9,11,13,15,17,21,23
5809,2,3,7,8,10,12,13,14,16,18,19,23
5810,1,2,3,6,7,10,12,13,15,16,20,21
5811,4,5,8,9,11,13,14,15,17,18,21,24
5812,3,4,5,6,8,10,13,14,16,19,20,24
5813,1,2,4,7,8,9,13,14,15,16,19,23
5814,2,4,5,8,11,13,14,15,17,19,22,23
5815,1,2,3,5,9,10,11,12,13,15,19,20
5816,1,2,4,7,9,11,12,13,14,16,19,22
5817,1,2,3,4,7,8,10,16,17,20,23,24
5818,1,3,5,6,8,9,10,13,17,18,19,23
5819,4,5,8,9,13,14,16,17,20,21,22,24
5820,2,8,10,11,12,14,15,16,20,22,23,24
5821,1,4,6,7,8,9,10,11,17,20,21,23
5822,1,6,8,10,11,12,13,15,18,19,20,21
5823,1,3,5,6,7,9,14,16,17,18,21,23
5824,1,8,9,11,12,14,17,18,19,20,21,22
5825,10,11,13,14,15,16,17,18,20,21,22,24
5826,2,3,5,8,10,11,14,18,19,20,22,24
5827,2,3,6,7,9,12,14,16,19,20,22,24
5828,3,4,6,7,13,16,17,18,19,22,23,24
5829,2,4,7,9,10,11,13,16,18,20,21,22
5830,1,3,4,5,6,7,10,17,18,19,22,24
5831,2,7,8,10,11,13,14,17,18,19,22,24
5832,2,4,5,7,8,11,14,19,20,21,23,24
5833,2,3,4,5,6,7,8,11,13,14,16,24
5834,1,2,4,8,9,10,13,14,18,19,21,24
5835,1,5,7,12,13,14,16,18,19,21,22,24
5836,1,2,3,5,6,9,10,12,13,14,15,16
5837,1,2,5,7,9,10,12,13,14,15,16,22
5838,1,2,4,6,8,9,13,14,17,21,22,24
5839,1,2,4,8,9,13,14,15,17,19,20,22
5840,2,3,4,6,8,9,13,15,18,19,20,21
5841,1,3,6,7,9,11,12,15,17,19,20,21
5842,2,3,5,7,9,11,12,14,17,18,21,24
5843,1,4,5,7,9,11,14,18,19,21,22,24
5844,2,3,6,7,9,16,17,18,20,21,22,24
5845,5,6,7,8,14,17,18,19,21,22,23,24
5846,3,5,7,8,9,10,11,17,20,21,22,23
5847,1,2,4,5,6,10,12,16,17,21,22,24
5848,2,3,6,8,12,13,15,17,18,19,20,21
5849,1,3,6,8,9,12,14,15,16,17,19,23
5850,2,3,4,5,6,9,11,13,15,16,17,18
5851,3,5,6,9,11,13,14,17,18,19,23,24
5852,1,3,5,6,7,9,13,15,16,18,19,22
5853,2,3,6,9,10,11,16,18,19,21,22,24
5854,1,4,6,8,11,12,13,15,17,18,19,24
5855,1,2,7,8,11,12,14,16,18,19,20,22
5856,1,3,4,7,8,9,10,18,19,21,22,23
5857,3,4,7,8,9,15,17,19,20,22,23,24
5858,1,2,3,7,8,10,11,13,14,15,19,22
5859,1,3,5,6,10,11,14,15,16,18,21,22
5860,2,3,4,9,10,13,15,17,20,21,22,24
5861,4,5,7,9,10,12,14,15,17,20,23,24
5862,1,2,3,5,8,9,10,12,14,17,20,21
5863,5,7,10,12,13,17,18,19,20,21,22,23
5864,2,4,9,10,11,14,15,16,17,21,23,24
5865,3,4,5,7,8,9,10,11,12,13,21,23
5866,3,6,10,12,13,14,15,16,19,20,22,23
5867,2,6,7,8,9,11,12,16,17,19,20,24
5868,1,2,9,10,12,13,15,19,20,22,23,24
5869,1,6,7,8,9,14,15,17,18,21,22,24
5870,1,2,4,6,7,9,12,14,16,18,20,22
5871,1,3,4,5,6,10,11,12,16,17,20,21
5872,2,3,6,8,10,11,13,14,15,16,18,21
5873,1,2,5,10,11,13,14,15,17,18,19,20
5874,4,6,8,9,12,13,14,15,17,18,20,24
5875,1,5,7,8,11,14,15,17,19,21,22,23
5876,5,6,9,10,12,13,15,16,17,18,22,24
5877,1,2,3,5,9,11,12,16,18,19,21,22
5878,2,3,4,6,10,11,15,16,17,20,22,24
5879,3,4,5,7,8,15,16,17,19,22,23,24
5880,1,2,3,5,6,8,12,17,18,21,22,23
5881,1,2,3,4,6,8,15,17,19,20,21,22
5882,1,2,4,5,7,8,10,12,14,16,21,24
5883,2,8,11,12,13,14,17,18,19,21,22,24
5884,4,5,6,7,8,12,15,16,17,18,22,24
5885,4,5,7,9,10,12,17,18,20,21,22,23
5886,1,2,3,6,8,9,11,12,14,15,18,24
5887,2,3,4,7,8,11,12,13,16,19,22,23
5888,3,7,9,12,13,14,16,18,19,22,23,24
5889,1,3,5,6,7,11,12,13,15,16,19,24
5890,1,4,5,7,10,11,12,13,14,18,23,24
5891,2,4,6,8,9,10,12,15,17,18,21,24
5892,1,4,5,6,8,10,12,13,14,15,21,22
5893,1,2,3,4,5,8,15,18,19,21,23,24
5894,1,4,6,7,8,13,15,16,17,18,21,22
5895,1,3,5,6,7,11,12,14,16,17,18,24
5896,4,6,7,9,10,12,13,15,19,21,22,24
5897,4,5,6,8,10,11,14,17,19,20,21,22
5898,1,2,3,4,6,8,14,15,16,18,22,23
5899,1,2,3,4,5,7,8,9,11,16,18,19
5900,1,6,7,9,10,11,12,14,15,16,19,20
5901,1,2,7,10,12,14,15,17,19,22,23,24
5902,1,4,6,7,13,15,16,19,20,21,22,24
5903,2,4,6,7,12,15,17,19,20,21,23,24
5904,1,2,3,6,7,8,10,11,13,18,22,23
5905,2,3,6,7,8,9,10,14,15,16,18,23
5906,1,3,6,7,9,13,16,20,21,22,23,24
5907,1,2,5,6,8,13,14,16,17,18,23,24
5908,3,5,6,8,9,11,13,14,16,22,23,24
5909,2,5,6,7,8,12,14,15,16,20,23,24
5910,1,3,5,7,9,12,14,16,20,21,22,23
5911,1,2,6,7,8,9,13,14,16,19,22,23
5912,1,3,6,7,8,10,11,13,15,17,19,22
5913,1,3,4,5,10,13,16,17,18,20,22,24
5914,2,3,5,9,10,11,14,15,16,18,19,22
5915,1,2,3,6,8,11,13,15,16,18,20,23
5916,1,2,5,8,9,12,13,14,15,16,17,24
5917,4,8,9,10,11,13,15,16,19,22,23,24
5918,4,5,6,7,8,9,13,14,16,18,20,22
5919,1,3,6,9,10,11,13,15,16,19,22,23
5920,1,4,5,6,13,14,16,17,18,19,23,24
5921,1,7,10,11,12,13,14,15,20,21,23,24
5922,1,2,4,5,9,12,15,17,20,21,22,24
5923,1,2,3,4,6,7,10,13,18,19,23,24
5924,2,4,5,6,7,8,12,14,18,19,21,22
5925,2,5,8,10,11,12,13,15,16,19,21,22
5926,1,2,6,8,9,11,12,15,16,19,20,24
5927,1,2,4,5,12,13,15,16,17,18,19,20
5928,2,3,4,5,7,9,12,13,16,18,20,23
5929,2,6,7,9,14,15,16,17,19,20,23,24
5930,1,2,3,4,7,13,14,18,19,21,23,24
5931,1,2,3,5,7,8,10,13,18,20,21,22
5932,2,7,9,10,11,13,14,15,16,20,21,24
5933,1,2,4,5,6,8,15,16,17,18,20,24
5934,1,3,6,9,10,15,16,17,18,20,21,22
5935,1,3,4,5,6,7,8,11,12,15,18,23
5936,1,2,4,6,7,9,10,13,15,16,18,23
5937,2,3,5,7,8,11,16,17,18,19,20,24
5938,2,4,6,7,8,14,15,18,19,20,22,24
5939,2,4,5,7,10,13,14,15,18,19,20,21
5940,1,2,4,7,9,15,16,17,18,19,23,24
5941,4,6,7,8,9,11,12,13,20,21,22,24
5942,1,3,5,6,7,8,15,16,20,21,22,23
5943,2,3,4,6,7,8,10,14,16,17,19,20
5944,1,2,3,5,7,8,11,12,14,16,21,22
5945,1,2,3,4,6,7,13,14,15,16,20,22
5946,1,4,6,9,11,13,14,16,17,20,22,24
5947,2,3,4,9,11,14,15,16,17,18,23,24
5948,1,2,4,5,7,10,12,19,20,21,23,24
5949,5,6,8,10,11,13,14,17,18,19,20,22
5950,1,3,4,5,6,10,11,12,14,15,19,20
5951,2,4,6,9,10,12,14,15,17,22,23,24
5952,1,2,4,9,12,14,15,16,17,18,22,23
5953,2,5,6,9,10,11,14,15,19,21,22,23
5954,2,4,6,7,12,14,17,18,21,22,23,24
5955,1,4,5,7,10,12,14,15,16,17,23,24
5956,1,6,7,8,10,11,12,16,17,18,22,24
5957,1,4,5,7,8,12,15,16,17,18,19,22
